id,title,description,likeCount,publishTime,duration_seconds,viewCount,like_to_view_ratio
RywkkwO78m8,Flat Earth PROVEN By Independent Research,WE PROVED THE EARTH IS NOT ROUND!!!!!!!!!!!! SUBSCRIBE IF YOU WERE LIED TO! New Merch - https://shopmrbeast.com/ ...,711334.0,2018-09-22 20:05:01+00:00,712,24425400.0,0.029122716516413242
9zFfp3gzZ88,I Hate Youtubers That Ask For Likes,This is just a random rant on things I do not like on youtube. aka asking for likes and supply drop openings. Twitter Please Follow!,6832.0,2015-08-20 19:13:03+00:00,256,104983.0,0.06507720297571988
rqUvnLPvbrM,Reacting To The Reaction Of The Reaction To The Reaction Of The Reaction Of The Reaction To The Reac,To the reaction of the reaction to the reaction of the reaction to the reaction of the reaction to the reaction of the reaction to the ...,305454.0,2017-02-22 00:00:04+00:00,2009,5799526.0,0.052668787069839844
AS5CxLCWq-Q,Watching Dance Till You&#39;re Dead For 10 Hours,I WATCHED THE WHOLE VIDEO Enter $500 Giveaway - bit.ly/2nVhJgm SUBSCRIBE FOR A COOKIE Buy Shirts Here ...,1973190.0,2017-03-21 22:40:12+00:00,36001,41577835.0,0.04745773799910457
5PCxQSMOl3o,i&#39;m really sorry,i hope you guys can forgive me SUBSCRIBE FOR A FREE CAR ---------------------------------------------------------------- ▻ Follow all ...,182676.0,2017-10-26 21:30:00+00:00,207,5020906.0,0.036383075086448544
Y74b7WlcEpk,More birds IN MINECRAFT!!,Basically what this mod does is adds more birds to minecraft. i forgot to mention that you can find nest which have eggs in them....,21805.0,2013-01-12 23:35:45+00:00,126,508657.0,0.04286778713356938
yyJ7xEcENNI,How Much Does Pewdiepie Make?,Ever wonder how much money pewdiepie makes off of youtube? Well in this video I am going to talk about pewdiepie's earnings.,1458.0,2015-06-28 22:41:05+00:00,233,74080.0,0.019681425485961124
ZQZzR0DUujc,"New Optic Gaming Gear Coming To Advanced Warfare, My Thoughts",This video is just my thoughts on the new optic gaming gear that is coming to advanced warfare. Twitter Please Follow!,374.0,2015-08-01 16:47:55+00:00,151,13954.0,0.026802350580478716
9Ax56oRhcZc,Counting To 10000 In One Sitting,Counting To 10000 In One Sitting ------------------------------------------------------------------------------------------------------------- →→ FOLLOW ...,463400.0,2016-02-01 00:27:55+00:00,12581,28634115.0,0.016183493011744907
ZJwX2jTXWwQ,Watching It&#39;s Everyday Bro For 10 Hours Straight,"10 hours of suffering WE WROTE, SHOT, and EDITED THIS IN 1 DAY. HOPE YOU ENJOY... SUBSCRIBE FOR A FREE CAR ...",784884.0,2017-06-17 21:06:02+00:00,36011,26678886.0,0.029419669172093616
xWcldHxHFpo,"I Counted To 100,000!",I can't believe I did this.. Like or I eat your food ...,1162093.0,2017-01-09 00:00:39+00:00,85686,24636026.0,0.047170473030025216
mGIpOtncmSM,"Saying Pewdiepie 100,000 Times",I SAID HIS NAME 100000 TIMES TO STOP TSERIES IN THEIR TRACKS New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I ...,1451683.0,2018-11-25 21:07:01+00:00,42520,21226054.0,0.0683915625579771
ep7S1XnuQLU,"5,000 Hype",My Friend - https://www.youtube.com/watch?v=VJnczlbjyss Lets get him over 500 subs :),1890.0,2015-08-11 10:00:00+00:00,184,68280.0,0.027680140597539545
t8aM4HuVLrQ,This is a block? Since when lol.,"This is the first time i ever encountered the yellow block or so called ""sponge"" in minecraft. since when is this a block?",15298.0,2013-01-21 22:30:09+00:00,52,360054.0,0.04248807123375938
vZrL_FFITgs,Subscriber Goals For 2016,"I thought this was really cool, make sure to leave a comment if you want to be in next year's video! ▻ Subscribe?",724.0,2015-02-28 17:12:07+00:00,248,24379.0,0.029697690635382912
9CVwXBYVqVk,"Counting To 200,000 (Road To A Mil)","I can't believe I did this *expand* Like I said at the beginning of the video, I didn't want to speed this up but I had no choice.",133927.0,2017-02-18 00:00:03+00:00,84878,3357112.0,0.039893515616994606
2IGxSOfsBok,I Hate Pewdiepie!!!!!,I pretty much explain it in the video. I dont hate pewds I just want to see how many little 12 years olds will come and dislike this ...,220560.0,2014-02-01 00:16:57+00:00,126,2660347.0,0.08290647798952543
bEIK5ni_Pzs,How Many People Get The Diamond Play Button?????,This is about the new diamond play button that youtube released at Vid-Con. You have to have over 10 million subscribers to ...,16809.0,2015-07-25 10:00:03+00:00,236,1711032.0,0.00982389575414136
bIZ5_L1ru2w,Funny Noob Tubing Reaction Montage!,Just listen to these people rage about my noob tube its hilarious!!,1799.0,2013-08-16 03:04:45+00:00,149,52419.0,0.03431961693279154
v3tbnlc5cfo,Battle Pirates!,This is a really fun game that if you have never heard of before you should go check out! = Enjoy the video? Click here!,1612.0,2013-09-21 22:18:59+00:00,215,35238.0,0.04574606958397185
XKSJRulqDNA,Most Epic Thing In Minecraft!?!?!?!?!?!!?????,This is an INSANE noteblock song! I hope you enjoy and be sure to leave a like if you listen all the way through!,8126.0,2013-03-10 22:19:14+00:00,273,188255.0,0.04316485617911875
anZbhN0Wh_4,How Much Does PewDiePie Make????? 2016,Yes I have made 2 videos like this in the past but this is the last one I will make. Pewdiepie is the number one youtuber and alot of ...,3085.0,2014-05-24 19:33:12+00:00,207,155556.0,0.019832086194039446
dPxAFqs2eYE,"Epic Ghost Multiplayer EasterEggs! (PrisonBreak, Sovereign, and Flooded)",These are three eastereggs I found in Ghost.... Feel free to go into a private match and shoot them and see what happens :),1560.0,2013-11-17 18:26:11+00:00,100,37057.0,0.042097309550152465
moMJjt5KECc,Money Problems,This is a little different of a video and I just want to know what you think!,2564.0,2014-08-20 17:40:18+00:00,242,102688.0,0.024968837644125896
HuLAAXZXIy0,This Kid Should Quit COD....,"The video says it all. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 I read every comment, and love any type ...",784.0,2014-06-02 21:37:07+00:00,77,35121.0,0.022322826798781358
NiqkH7qVW0U,100k Subs With No Videos????,I have lost my faith in humanity The channel ...,7538.0,2015-04-11 16:51:40+00:00,257,378886.0,0.019895166356107115
uUIlb2rpIuY,Epic Minecraft city! (w/ download link!),"This city is HUGE! I only show a little part of it in this video, if you want to see the whole thing just download it!",5172.0,2013-04-11 01:00:01+00:00,154,142709.0,0.03624158252107435
yeHjsYQ076A,Remember When COD Was Fun?,"Yup, another very pointless video ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor ...",574.0,2015-04-26 21:26:36+00:00,216,16312.0,0.03518881804806277
X7doE4h6W64,Insane Gun Sync - 7 Hours To Make,Look at this - http://gyazo.com/8852509d2350db03af8ac1afa9172102 I probably should have done something easier for my first ...,637.0,2015-06-21 12:22:34+00:00,134,15740.0,0.04047013977128335
AIytwdufwW8,MY MESSAGE TO COD YOUTUBERS (Watch till end plz),The beginning of the video is a little off topic but I bring it all back in the finally minutes of the video. ▻ Subscribe?,508.0,2015-05-29 20:07:48+00:00,292,18502.0,0.027456491190141607
56OkH6ocYZU,L0114R - Biblical Creeper Post for Post @L0114R,His channel - https://www.youtube.com/user/thefunky31 My vid on his channel - https://www.youtube.com/watch?v=tGmtv6QM1rQ ...,430.0,2015-05-15 16:48:54+00:00,109,16627.0,0.025861550490166595
zi7tZ-2PhLk,How Much Money Do You Make As An Uber Driver??????,In this video I talk about being an uber driver and give my thoughts and analysis on the whole thing on the money you make per ...,370.0,2015-05-31 18:31:25+00:00,304,18773.0,0.01970915676769829
